,prev_chapter,prev_section,prev_cg,next_chapter,next_section,next_cg,junyi_code,level,learning_content,pre_code,para_code,theme,topic
125,六年級,數的計算規律,R-6-1,七年級,數的運算規律,N-7-4,R-6-1,主題,"數的計算規律:小學最後應認識(1)整數、小數、分數都是數,享有一樣的計算規律。(2)整數乘除計算及規律,因分數運算更容易理解。(3)逐漸體會乘法和除法的計算實為一體。併入其他教學活動。","R-4-2,R-5-2,N-5-5,N-5-6,N-5-7","N-6-3,N-6-4,N-6-5",R,
125,六年級,數的計算規律,R-6-1,七年級,代數符號,A-7-1,R-6-1,主題,"數的計算規律:小學最後應認識(1)整數、小數、分數都是數,享有一樣的計算規律。(2)整數乘除計算及規律,因分數運算更容易理解。(3)逐漸體會乘法和除法的計算實為一體。併入其他教學活動。","R-4-2,R-5-2,N-5-5,N-5-6,N-5-7","N-6-3,N-6-4,N-6-5",R,
126,六年級,數量關係,R-6-2,七年級,一元一次方程式的意義,A-7-2,R-6-2,主題,"數量關係:代數與函數的前置經驗。從具體情境或數量模式之活動出發,做觀察、推理、說明。","R-3-2,R-4-4","N-6-9,R-6-3,R-6-4",R,
126,六年級,數量關係,R-6-2,七年級,二元一次聯立方程式的意義,A-7-4,R-6-2,主題,"數量關係:代數與函數的前置經驗。從具體情境或數量模式之活動出發,做觀察、推理、說明。","R-3-2,R-4-4","N-6-9,R-6-3,R-6-4",R,
126,六年級,數量關係,R-6-2,八年級,認識數列,N-8-3,R-6-2,主題,"數量關係:代數與函數的前置經驗。從具體情境或數量模式之活動出發,做觀察、推理、說明。","R-3-2,R-4-4","N-6-9,R-6-3,R-6-4",R,
127,六年級,數量關係的表示,R-6-3,七年級,一元一次方程式的意義,A-7-2,R-6-3,主題,"數量關係的表示:代數與函數的前置經驗。將具體情境或模式中的數量關係,學習以文字或符號列出數量關係的關係式。","R-4-3,R-5-3","N-6-9,R-6-2,R-6-4",R,
127,六年級,數量關係的表示,R-6-3,七年級,二元一次聯立方程式的意義,A-7-4,R-6-3,主題,"數量關係的表示:代數與函數的前置經驗。將具體情境或模式中的數量關係,學習以文字或符號列出數量關係的關係式。","R-4-3,R-5-3","N-6-9,R-6-2,R-6-4",R,
127,六年級,數量關係的表示,R-6-3,八年級,認識數列,N-8-3,R-6-3,主題,"數量關係的表示:代數與函數的前置經驗。將具體情境或模式中的數量關係,學習以文字或符號列出數量關係的關係式。","R-4-3,R-5-3","N-6-9,R-6-2,R-6-4",R,
127,六年級,數量關係的表示,R-6-3,八年級,等差數列,N-8-4,R-6-3,主題,"數量關係的表示:代數與函數的前置經驗。將具體情境或模式中的數量關係,學習以文字或符號列出數量關係的關係式。","R-4-3,R-5-3","N-6-9,R-6-2,R-6-4",R,
127,六年級,數量關係的表示,R-6-3,八年級,等差級數求和,N-8-5,R-6-3,主題,"數量關係的表示:代數與函數的前置經驗。將具體情境或模式中的數量關係,學習以文字或符號列出數量關係的關係式。","R-4-3,R-5-3","N-6-9,R-6-2,R-6-4",R,
127,六年級,數量關係的表示,R-6-3,八年級,等比數列,N-8-6,R-6-3,主題,"數量關係的表示:代數與函數的前置經驗。將具體情境或模式中的數量關係,學習以文字或符號列出數量關係的關係式。","R-4-3,R-5-3","N-6-9,R-6-2,R-6-4",R,
128,六年級,"解題：由問題中的數量關係,列出恰當的算式解題",R-6-4,,,,R-6-4,主題,"解題:由問題中的數量關係,列出恰當的算式解題(同N-6-9)。可包含(1)較複雜的模式(如座位排列模式);(2)較複雜的計數:乘法原理、加法原理或其混合;(3)較複雜之情境:如年齡問題、流水問題、和差問題、雞兔問題。",,"R-6-2,R-6-3",R,
129,六年級,圓形圖,D-6-1,七年級,統計圖表,D-7-1,D-6-1,主題,圓形圖:報讀、說明與製作生活中的圓形圖。包含以百分率分配之圓形圖,"D-4-1,S-5-3,N-5-10,D-5-1","S-6-3,D-6-2",D,
129,六年級,圓形圖,D-6-1,七年級,統計數據,D-7-2,D-6-1,主題,圓形圖:報讀、說明與製作生活中的圓形圖。包含以百分率分配之圓形圖,"D-4-1,S-5-3,N-5-10,D-5-1","S-6-3,D-6-2",D,
130,六年級,解題：可能性,D-6-2,九年級,認識機率,D-9-2,D-6-2,主題,"解題:可能性。從統計圖表資料,回答可能性問題。機率前置經驗。「很有可能」、「很不可能」、「A比B可能」。","D-4-1,N-5-10",D-6-1,D,
130,六年級,解題：可能性,D-6-2,九年級,古典機率,D-9-3,D-6-2,主題,"解題:可能性。從統計圖表資料,回答可能性問題。機率前置經驗。「很有可能」、「很不可能」、「A比B可能」。","D-4-1,N-5-10",D-6-1,D,
131,七年級,100以內的質數,N-7-1,,,,jn-7-01,主題,100以內的質數,N-6-1,N-7-2,N,
132,七年級,質數與合數,N-7-1,,,,jnc-7-01-1,次主題,,,,,
133,七年級,質數與合數,N-7-1,,,,jnc-7-01-1-1,分隔線,,,,,
134,七年級,質數篩檢法,N-7-1,,,,jnc-7-01-1-2,分隔線,,,,,
135,七年級,質因數分解的標準分解式,N-7-2,,,,jn-7-02,主題,質因數分解的標準分解式,"N-6-1,N-6-2","N-7-1,N-7-6",N,
136,七年級,質因數分解,N-7-2,,,,jnc-7-02-1,次主題,,,,,
137,七年級,因數與倍數,N-7-2,,,,jnc-7-02-1-1,分隔線,,,,,
138,七年級,倍數的判別,N-7-2,,,,jnc-7-02-1-2,分隔線,,,,,
139,七年級,因數與質因數,N-7-2,,,,jnc-7-02-1-3,分隔線,,,,,
140,七年級,標準分解式,N-7-2,,,,jnc-7-02-1-4,分隔線,,,,,
141,七年級,最大公因數及最小公倍數,N-7-2,,,,jnc-7-02-2,次主題,,,,,
142,七年級,公因數與最大公因數,N-7-2,,,,jnc-7-02-2-1,分隔線,,,,,
143,七年級,互質,N-7-2,,,,jnc-7-02-2-2,分隔線,,,,,
144,七年級,利用短除法求出二數或三數的最大公因數,N-7-2,,,,jnc-7-02-2-3,分隔線,,,,,
145,七年級,利用標準分解式，求最大公因數,N-7-2,,,,jnc-7-02-2-4,分隔線,,,,,
146,七年級,最大公因數的應用問題,N-7-2,,,,jnc-7-02-2-8,分隔線,,,,,
147,七年級,公倍數和最小公倍數,N-7-2,,,,jnc-7-02-2-5,分隔線,,,,,
148,七年級,熟練短除法求出二數或三數的最小公倍數,N-7-2,,,,jnc-7-02-2-6,分隔線,,,,,
149,七年級,利用標準分解式，求最小公倍數,N-7-2,,,,jnc-7-02-2-7,分隔線,,,,,
150,七年級,最小公倍數的應用問題,N-7-2,,,,jnc-7-02-2-9,分隔線,,,,,
151,七年級,最簡分數,N-7-2,,,,jnc-7-02-2-10,分隔線,,,,,
152,七年級,比較分數的大小,N-7-2,,,,jnc-7-02-2-11,分隔線,,,,,
153,七年級,分數的加減計算,N-7-2,,,,jnc-7-02-2-12,分隔線,,,,,
154,七年級,負數與數的四則混合運算 (含分數、小數),N-7-3,八年級,二次方根,N-8-1,jn-7-03,主題,負數與數的四則混合運算(含分數、小數),"N-6-3,N-6-4,N-6-5,R-6-1","N-7-4,N-7-5",N,
155,七年級,正負數的意義,N-7-3,,,,jnc-7-03-1,次主題,,,,,
156,七年級,正數與負數,N-7-3,,,,jnc-7-03-1-1,分隔線,,,,,
157,七年級,相反數的意義,N-7-3,,,,jnc-7-03-2,次主題,,,,,
158,七年級,相反數,N-7-3,,,,jnc-7-03-2-1,分隔線,,,,,
159,七年級,數的四則混合運算,N-7-3,,,,jnc-7-03-3,次主題,,,,,
160,七年級,整數的加法,N-7-3,,,,jnc-7-03-3-1,分隔線,,,,,
161,七年級,整數的減法,N-7-3,,,,jnc-7-03-3-2,分隔線,,,,,
162,七年級,,N-7-3,,,,jnc-7-03-3-3,分隔線,,,,,
163,七年級,數的乘法,N-7-3,,,,jnc-7-03-3-4,分隔線,,,,,
164,七年級,數的除法,N-7-3,,,,jnc-7-03-3-5,分隔線,,,,,
165,七年級,-𝑎/𝑏 = 𝑎/-𝑏 = - 𝑎/𝑏（𝑏 ≠ 0）,N-7-3,,,,jnc-7-03-3-6,分隔線,,,,,
166,七年級,數的四則運算（包含負數）,N-7-3,,,,jnc-7-03-3-7,分隔線,,,,,
167,七年級,數的運算規律,N-7-4,八年級,二次方根,N-8-1,jnc-7-04,主題,數的運算規律,"N-6-3,N-6-4,N-6-5,R-6-1","N-7-3,A-7-1",N,
168,七年級,交換律、結合律及分配律,N-7-4,,,,jnc-7-04-1,次主題,,,,,
169,七年級,加法的交換律和結合律,N-7-4,,,,jnc-7-04-1-1,分隔線,,,,,
170,七年級,乘法的交換律和結合律,N-7-4,,,,jnc-7-04-1-2,分隔線,,,,,
171,七年級,乘法分配律,N-7-4,,,,jnc-7-04-1-3,分隔線,,,,,
172,七年級,括號前有-號，去括號規則,N-7-4,,,,jnc-7-04-2,次主題,,,,,
173,七年級,去括號規則,N-7-4,,,,jnc-7-04-2-1,分隔線,,,,,
174,七年級,數線,N-7-5,八年級,直角坐標系上兩點的距離公式,G-8-1,jn-7-05,主題,數線,N-4-8,"N-7-8,S-8-6,G-8-1,N-7-3,G-7-1",N,
174,七年級,數線,N-7-5,十年級,絕對值,N-10-2,jn-7-05,主題,數線,N-4-8,"N-7-8,S-8-6,G-8-1,N-7-3,G-7-1",N,
175,七年級,數與數線的對應關係,N-7-5,,,,jnc-7-05-1,次主題,,,,,
176,七年級,數線與數的大小,N-7-5,,,,jnc-7-05-1-1,分隔線,,,,,
177,七年級,絕對值的意義與計算,N-7-5,,,,jnc-7-05-2,次主題,,,,,
178,七年級,絕對值,N-7-5,,,,jnc-7-05-2-1,分隔線,,,,,
179,七年級,數線上兩點的距離公式,N-7-5,,,,jnc-7-05-3,次主題,,,,,
180,七年級,數線上兩點的距離,N-7-5,,,,jnc-7-05-3-1,分隔線,,,,,
181,七年級,指數的意義,N-7-6,八年級,等比數列,N-8-6,jn-7-06,主題,指數的意義,N-6-1,"N-7-2,N-7-7,N-7-8",N,
181,七年級,指數的意義,N-7-6,八年級,二次方根,N-8-1,jn-7-06,主題,指數的意義,N-6-1,"N-7-2,N-7-7,N-7-8",N,
181,七年級,指數的意義,N-7-6,八年級,二次方根的近似值,N-8-2,jn-7-06,主題,指數的意義,N-6-1,"N-7-2,N-7-7,N-7-8",N,
182,七年級,指數的意義,N-7-6,,,,jnc-7-06-1,次主題,,,,,
183,七年級,數的乘方,N-7-6,,,,jnc-7-06-1-1,分隔線,,,,,
184,七年級,乘方的比較大小,N-7-6,,,,jnc-7-06-1-2,分隔線,,,,,
185,七年級,指數律,N-7-7,八年級,等比數列,N-8-6,jn-7-07,主題,指數律,N-6-1,"N-7-6,N-7-8",N,
185,七年級,指數律,N-7-7,八年級,二次方根,N-8-1,jn-7-07,主題,指數律,N-6-1,"N-7-6,N-7-8",N,
185,七年級,指數律,N-7-7,八年級,二次方根的近似值,N-8-2,jn-7-07,主題,指數律,N-6-1,"N-7-6,N-7-8",N,
185,七年級,指數律,N-7-7,十年級,指數,N-10-3,jn-7-07,主題,指數律,N-6-1,"N-7-6,N-7-8",N,
185,七年級,指數律,N-7-7,十年級,常用對數,N-10-4,jn-7-07,主題,指數律,N-6-1,"N-7-6,N-7-8",N,
186,七年級,乘法指數律,N-7-7,,,,jnc-7-07-1,次主題,,,,,
187,七年級,乘方相乘 𝑎ᵐ × 𝑎ⁿ,N-7-7,,,,jnc-7-07-1-1,分隔線,,,,,
188,七年級,乘方的乘方 (𝑎ᵐ)ⁿ,N-7-7,,,,jnc-7-07-1-2,分隔線,,,,,
189,七年級,兩數相乘的乘方 (𝑎 × 𝑏)ᵐ,N-7-7,,,,jnc-7-07-1-3,分隔線,,,,,
190,七年級,除法指數律,N-7-7,,,,jnc-7-07-2,次主題,,,,,
191,七年級,乘方相除 𝑎ᵐ ÷ 𝑎ⁿ (m ≥ n),N-7-7,,,,jnc-7-07-2-1,分隔線,,,,,
192,七年級,含有乘方的運算,N-7-7,,,,jnc-7-07-2-2,分隔線,,,,,
193,七年級,乘方的四則運算,N-7-7,,,,jnc-7-07-2-3,分隔線,,,,,
194,七年級,科學記號,N-7-8,十年級,常用對數,N-10-4,jnc-7-08,主題,科學記號,N-5-1,"N-7-6,N-7-7,N-7-5",N,
195,七年級,科學記號,N-7-8,,,,jnc-7-08-1,次主題,,,,,
196,七年級,10 的次方,N-7-8,,,,jnc-7-08-1-1,分隔線,,,,,
197,七年級,科學記號,N-7-8,,,,jnc-7-08-1-2,分隔線,,,,,
198,七年級,比與比例式,N-7-9,八年級,三角形的基本性質,S-8-8,jn-7-09,主題,比與比例式,"N-6-6,N-6-7",,N,
198,七年級,比與比例式,N-7-9,九年級,連比,N-9-1,jn-7-09,主題,比與比例式,"N-6-6,N-6-7",,N,
198,七年級,比與比例式,N-7-9,九年級,平行線截比例線段,S-9-3,jn-7-09,主題,比與比例式,"N-6-6,N-6-7",,N,
199,七年級,比與比值,N-7-9,,,,jnc-7-09-1,次主題,,,,,
200,七年級,比與比值,N-7-9,,,,jnc-7-09-1-1,分隔線,,,,,
201,七年級,比例式的基本運算,N-7-9,,,,jnc-7-09-3,次主題,,,,,
202,七年級,比例式,N-7-9,,,,jnc-7-9-03-1,分隔線,,,,,
203,七年級,解決生活情境中有關比例的問題,N-7-9,,,,jnc-7-9-03-2,分隔線,,,,,
204,七年級,正比與反比,N-7-9,,,,jnc-7-09-2,次主題,,,,,
205,七年級,正比,N-7-9,,,,jnc-7-9-02-1,分隔線,,,,,
206,七年級,反比,N-7-9,,,,jnc-7-9-02-2,分隔線,,,,,
207,七年級,簡單圖形與幾何符號,S-7-1,八年級,三角形的基本性質,S-8-1,js-7-01,主題,簡單圖形與幾何符號,S-6-4,"S-7-1,S-7-3,S-7-2,S-7-4,S-7-5",S,
207,七年級,簡單圖形與幾何符號,S-7-1,八年級,凸多邊形的內角和,S-8-2,js-7-01,主題,簡單圖形與幾何符號,S-6-4,"S-7-1,S-7-3,S-7-2,S-7-4,S-7-5",S,
207,七年級,簡單圖形與幾何符號,S-7-1,八年級,平行,S-8-3,js-7-01,主題,簡單圖形與幾何符號,S-6-4,"S-7-1,S-7-3,S-7-2,S-7-4,S-7-5",S,
207,七年級,簡單圖形與幾何符號,S-7-1,八年級,全等圖形,S-8-4,js-7-01,主題,簡單圖形與幾何符號,S-6-4,"S-7-1,S-7-3,S-7-2,S-7-4,S-7-5",S,
207,七年級,簡單圖形與幾何符號,S-7-1,八年級,三角形的全等性質,S-8-5,js-7-01,主題,簡單圖形與幾何符號,S-6-4,"S-7-1,S-7-3,S-7-2,S-7-4,S-7-5",S,
207,七年級,簡單圖形與幾何符號,S-7-1,八年級,畢氏定理,S-8-6,js-7-01,主題,簡單圖形與幾何符號,S-6-4,"S-7-1,S-7-3,S-7-2,S-7-4,S-7-5",S,
207,七年級,簡單圖形與幾何符號,S-7-1,八年級,平面圖形的面積,S-8-7,js-7-01,主題,簡單圖形與幾何符號,S-6-4,"S-7-1,S-7-3,S-7-2,S-7-4,S-7-5",S,
207,七年級,簡單圖形與幾何符號,S-7-1,八年級,三角形的基本性質,S-8-8,js-7-01,主題,簡單圖形與幾何符號,S-6-4,"S-7-1,S-7-3,S-7-2,S-7-4,S-7-5",S,
207,七年級,簡單圖形與幾何符號,S-7-1,八年級,平行四邊形的基本性質,S-8-9,js-7-01,主題,簡單圖形與幾何符號,S-6-4,"S-7-1,S-7-3,S-7-2,S-7-4,S-7-5",S,
207,七年級,簡單圖形與幾何符號,S-7-1,八年級,尺規作圖與幾何推理,S-8-12,js-7-01,主題,簡單圖形與幾何符號,S-6-4,"S-7-1,S-7-3,S-7-2,S-7-4,S-7-5",S,
208,七年級,簡單圖形及其符號,S-7-1,,,,jsc-7-01-1,次主題,,,,,
209,七年級,簡單圖形及其符號,S-7-1,,,,jsc-7-01-1-1,分隔線,,,,,
210,七年級,多邊形,S-7-1,,,,jsc-7-01-1-2,分隔線,,,,,
211,七年級,三視圖,S-7-2,十一年級,空間概念,S-11A-1,js-7-02,主題,三視圖,S-6-4,"S-7-1,S-7-3",S,
211,七年級,三視圖,S-7-2,十一年級,空間概念,S-11B-1,js-7-02,主題,三視圖,S-6-4,"S-7-1,S-7-3",S,
212,七年級,立體形體的三視圖,S-7-2,,,,jsc-7-02-1,次主題,,,,,
213,七年級,立體圖形的三視圖(包括上視圖 、前視圖、後視圖、左視圖、右視圖),S-7-2,,,,jsc-7-02-1-1,分隔線,,,,,
214,七年級,垂直,S-7-3,八年級,三角形的基本性質,S-8-1,js-7-03,主題,垂直,S-5-4,"S-7-1,S-7-4,S-7-5,S-7-2",S,
214,七年級,垂直,S-7-3,八年級,平行,S-8-3,js-7-03,主題,垂直,S-5-4,"S-7-1,S-7-4,S-7-5,S-7-2",S,
214,七年級,垂直,S-7-3,八年級,全等圖形,S-8-4,js-7-03,主題,垂直,S-5-4,"S-7-1,S-7-4,S-7-5,S-7-2",S,
214,七年級,垂直,S-7-3,八年級,尺規作圖與幾何推理,S-8-12,js-7-03,主題,垂直,S-5-4,"S-7-1,S-7-4,S-7-5,S-7-2",S,
215,七年級,垂直與平分,S-7-3,,,,jsc-7-03-1,次主題,,,,,
216,七年級,垂線,S-7-3,,,,jsc-7-03-1-1,分隔線,,,,,
217,七年級,線段中點及垂直平分線,S-7-3,,,,jsc-7-03-1-2,分隔線,,,,,
218,七年級,點到直線的距離,S-7-3,,,,jsc-7-03-2,次主題,,,,,
219,七年級,點到直線的距離,S-7-3,,,,jsc-7-03-2-1,分隔線,,,,,
220,七年級,線對稱的性質,S-7-4,八年級,三角形的基本性質,S-8-1,js-7-04,主題,線對稱的性質,S-5-4,"S-7-1,S-7-3,S-7-5",S,
220,七年級,線對稱的性質,S-7-4,八年級,平行,S-8-3,js-7-04,主題,線對稱的性質,S-5-4,"S-7-1,S-7-3,S-7-5",S,
220,七年級,線對稱的性質,S-7-4,八年級,全等圖形,S-8-4,js-7-04,主題,線對稱的性質,S-5-4,"S-7-1,S-7-3,S-7-5",S,
220,七年級,線對稱的性質,S-7-4,八年級,三角形的全等性質,S-8-5,js-7-04,主題,線對稱的性質,S-5-4,"S-7-1,S-7-3,S-7-5",S,
220,七年級,線對稱的性質,S-7-4,八年級,平面圖形的面積,S-8-7,js-7-04,主題,線對稱的性質,S-5-4,"S-7-1,S-7-3,S-7-5",S,
220,七年級,線對稱的性質,S-7-4,八年級,三角形的基本性質,S-8-8,js-7-04,主題,線對稱的性質,S-5-4,"S-7-1,S-7-3,S-7-5",S,
220,七年級,線對稱的性質,S-7-4,八年級,平行四邊形的基本性質,S-8-9,js-7-04,主題,線對稱的性質,S-5-4,"S-7-1,S-7-3,S-7-5",S,
220,七年級,線對稱的性質,S-7-4,八年級,正方形、長方形、箏形的基本性質,S-8-10,js-7-04,主題,線對稱的性質,S-5-4,"S-7-1,S-7-3,S-7-5",S,
220,七年級,線對稱的性質,S-7-4,八年級,梯形的基本性質,S-8-11,js-7-04,主題,線對稱的性質,S-5-4,"S-7-1,S-7-3,S-7-5",S,
220,七年級,線對稱的性質,S-7-4,八年級,尺規作圖與幾何推理,S-8-12,js-7-04,主題,線對稱的性質,S-5-4,"S-7-1,S-7-3,S-7-5",S,
220,七年級,線對稱的性質,S-7-4,十年級,坐標圖形的對稱性,G-10-1,js-7-04,主題,線對稱的性質,S-5-4,"S-7-1,S-7-3,S-7-5",S,
221,七年級,線對稱圖形的性質,S-7-4,,,,jsc-7-04-1,次主題,,,,,
222,七年級,線對稱圖形的性質,S-7-4,,,,jsc-7-04-1-1,分隔線,,,,,
223,七年級,線對稱的基本圖形,S-7-5,八年級,全等圖形,S-8-4,js-7-05,主題,線對稱的基本圖形,S-5-4,"S-7-1,S-7-3,S-7-4",S,
223,七年級,線對稱的基本圖形,S-7-5,八年級,三角形的全等性質,S-8-5,js-7-05,主題,線對稱的基本圖形,S-5-4,"S-7-1,S-7-3,S-7-4",S,
223,七年級,線對稱的基本圖形,S-7-5,八年級,畢氏定理,S-8-6,js-7-05,主題,線對稱的基本圖形,S-5-4,"S-7-1,S-7-3,S-7-4",S,
